file,backend,precision,n_lines,n_nonempty_lines,n_qubits,n_qreg_declarations,n_classical_bits,n_measure,n_barrier,n_cx,n_cz,n_cp,n_cy,n_ch,n_swap,n_ccx,n_cswap,n_2q_gates,n_3q_gates,n_x,n_y,n_z,n_h,n_s,n_sdg,n_t,n_tdg,n_rx,n_ry,n_rz,n_u1,n_u2,n_u3,n_u,n_1q_gates,n_total_gates,n_unique_edges,n_edge_repetitions,max_qubit_degree,avg_qubit_degree,qubit_degree_std,n_connected_components,crude_depth,gates_per_layer_estimate,avg_gate_span,max_gate_span,std_gate_span,entanglement_pressure,midpoint_cut_crossings,has_qft_pattern,n_qft_like_gates,has_iqft_pattern,has_grover_pattern,has_variational_pattern,n_rotation_gates,has_ghz_pattern,n_custom_gates,n_opaque_gates,ratio_2q_gates,ratio_1q_gates,gates_per_qubit,2q_gates_per_qubit,1q_gates_per_qubit,circuit_density,max_fidelity_achieved,forward_shots,forward_peak_rss_mb,n_thresholds_tested,min_threshold,forward_runtime
grover-v-chain_indep_qiskit_17.qasm,CPU,single,52034,52034,17,2,17,17,1,25550,0,25575,0,0,0,25,0,51125,25,1,0,0,10,0,0,0,0,0,0,0,50,450,0,0,511,51661,53,25872,10,6.117647058823529,4.296131679178874,1,3060.823529411765,8.514375216204789,7.035679845708775,9,1.8990125449332003,3007.3529411764707,19475,1,25575,0,0,0,0,0,0,0,0.9901038035479123,0.009896196452087691,3037.4117647058824,3007.3529411764707,30.058823529411764,0.05837359735376643,0.9999984570622278,10000,482.98828125,1,1,4.268532999994932
grover-v-chain_indep_qiskit_17.qasm,GPU,double,52034,52034,17,2,17,17,1,25550,0,25575,0,0,0,25,0,51125,25,1,0,0,10,0,0,0,0,0,0,0,50,450,0,0,511,51661,53,25872,10,6.117647058823529,4.296131679178874,1,3060.823529411765,8.514375216204789,7.035679845708775,9,1.8990125449332003,3007.3529411764707,19475,1,25575,0,0,0,0,0,0,0,0.9901038035479123,0.009896196452087691,3037.4117647058824,3007.3529411764707,30.058823529411764,0.05837359735376643,0.9999999997440454,10000,1034.76953125,1,1,166.0510912000027
grover-v-chain_indep_qiskit_17.qasm,GPU,single,52034,52034,17,2,17,17,1,25550,0,25575,0,0,0,25,0,51125,25,1,0,0,10,0,0,0,0,0,0,0,50,450,0,0,511,51661,53,25872,10,6.117647058823529,4.296131679178874,1,3060.823529411765,8.514375216204789,7.035679845708775,9,1.8990125449332003,3007.3529411764707,19475,1,25575,0,0,0,0,0,0,0,0.9901038035479123,0.009896196452087691,3037.4117647058824,3007.3529411764707,30.058823529411764,0.05837359735376643,0.9999992938587561,10000,661.18359375,1,1,147.7327621000004
grover-v-chain_indep_qiskit_7.qasm,CPU,double,323,323,7,2,7,7,1,120,0,124,0,0,0,4,0,244,4,1,0,0,5,0,0,0,0,0,0,0,8,32,0,0,46,294,13,127,5,3.4285714285714284,1.5907898179514348,1,46.142857142857146,3.5975232198142413,2.4857142857142858,4,1.130649082137679,34.857142857142854,100,1,124,0,0,0,0,0,0,0,0.8413793103448276,0.15862068965517243,41.42857142857143,34.857142857142854,6.571428571428571,0.12826183104820876,0.9974747860860493,10000,431.89453125,1,1,2.667474499999571
grover-v-chain_indep_qiskit_7.qasm,CPU,single,323,323,7,2,7,7,1,120,0,124,0,0,0,4,0,244,4,1,0,0,5,0,0,0,0,0,0,0,8,32,0,0,46,294,13,127,5,3.4285714285714284,1.5907898179514348,1,46.142857142857146,3.5975232198142413,2.4857142857142858,4,1.130649082137679,34.857142857142854,100,1,124,0,0,0,0,0,0,0,0.8413793103448276,0.15862068965517243,41.42857142857143,34.857142857142854,6.571428571428571,0.12826183104820876,0.9974773047622107,10000,425.890625,1,1,0.9918242999997346
grover-v-chain_indep_qiskit_7.qasm,GPU,double,323,323,7,2,7,7,1,120,0,124,0,0,0,4,0,244,4,1,0,0,5,0,0,0,0,0,0,0,8,32,0,0,46,294,13,127,5,3.4285714285714284,1.5907898179514348,1,46.142857142857146,3.5975232198142413,2.4857142857142858,4,1.130649082137679,34.857142857142854,100,1,124,0,0,0,0,0,0,0,0.8413793103448276,0.15862068965517243,41.42857142857143,34.857142857142854,6.571428571428571,0.12826183104820876,0.9974747860860489,10000,845.6171875,1,1,3.464708099999825
grover-v-chain_indep_qiskit_7.qasm,GPU,single,323,323,7,2,7,7,1,120,0,124,0,0,0,4,0,244,4,1,0,0,5,0,0,0,0,0,0,0,8,32,0,0,46,294,13,127,5,3.4285714285714284,1.5907898179514348,1,46.142857142857146,3.5975232198142413,2.4857142857142858,4,1.130649082137679,34.857142857142854,100,1,124,0,0,0,0,0,0,0,0.8413793103448276,0.15862068965517243,41.42857142857143,34.857142857142854,6.571428571428571,0.12826183104820876,0.9974751628922761,10000,482.55078125,1,1,1.8052299999999377
portfolioqaoa_indep_qiskit_10.qasm,CPU,double,202,202,10,1,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,20,0,40,40,0,0,0,0.0,0.0,0,20.2,1.9801980198019802,0.0,0,0.0,0.0,0,0,0,0,0,1,10,0,0,0,0.0,1.0,4.0,0.0,4.0,0.019801980198019802,0.9999980264367786,10000,427.578125,5,8,12.064081700000315
portfolioqaoa_indep_qiskit_10.qasm,CPU,single,202,202,10,1,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,20,0,40,40,0,0,0,0.0,0.0,0,20.2,1.9801980198019802,0.0,0,0.0,0.0,0,0,0,0,0,1,10,0,0,0,0.0,1.0,4.0,0.0,4.0,0.019801980198019802,0.9999991655481837,10000,427.55078125,5,8,4.905071499999849
portfolioqaoa_indep_qiskit_10.qasm,GPU,double,202,202,10,1,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,20,0,40,40,0,0,0,0.0,0.0,0,20.2,1.9801980198019802,0.0,0,0.0,0.0,0,0,0,0,0,1,10,0,0,0,0.0,1.0,4.0,0.0,4.0,0.019801980198019802,0.9999981143982746,10000,877.41796875,5,8,15.669895600000018
portfolioqaoa_indep_qiskit_10.qasm,GPU,single,202,202,10,1,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,20,0,40,40,0,0,0,0.0,0.0,0,20.2,1.9801980198019802,0.0,0,0.0,0.0,0,0,0,0,0,1,10,0,0,0,0.0,1.0,4.0,0.0,4.0,0.019801980198019802,0.9999941587572786,10000,511.41796875,5,8,6.2795021000001725
portfolioqaoa_indep_qiskit_17.qasm,CPU,double,517,517,17,1,34,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,34,0,68,68,0,0,0,0.0,0.0,0,30.41176470588235,2.2359767891682787,0.0,0,0.0,0.0,0,0,0,0,0,1,17,0,0,0,0.0,1.0,4.0,0.0,4.0,0.007736943907156673,0.9941446378646979,10000,429.42578125,5,16,41.097558699999354
portfolioqaoa_indep_qiskit_17.qasm,CPU,single,517,517,17,1,34,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,34,0,68,68,0,0,0,0.0,0.0,0,30.41176470588235,2.2359767891682787,0.0,0,0.0,0.0,0,0,0,0,0,1,17,0,0,0,0.0,1.0,4.0,0.0,4.0,0.007736943907156673,0.9941747081843132,10000,429.0078125,5,16,13.219480499999918
portfolioqaoa_indep_qiskit_17.qasm,GPU,double,517,517,17,1,34,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,34,0,68,68,0,0,0,0.0,0.0,0,30.41176470588235,2.2359767891682787,0.0,0,0.0,0.0,0,0,0,0,0,1,17,0,0,0,0.0,1.0,4.0,0.0,4.0,0.007736943907156673,0.9941440214122096,10000,884.96484375,5,16,61.8806055999994
portfolioqaoa_indep_qiskit_17.qasm,GPU,single,517,517,17,1,34,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,34,0,68,68,0,0,0,0.0,0.0,0,30.41176470588235,2.2359767891682787,0.0,0,0.0,0.0,0,0,0,0,0,1,17,0,0,0,0.0,1.0,4.0,0.0,4.0,0.007736943907156673,0.994155308256663,10000,517.44921875,5,16,23.94955200000004
portfoliovqe_indep_qiskit_10.qasm,CPU,double,190,190,10,1,10,10,1,0,135,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,175,45,90,9,9.0,0.0,1,19.0,9.210526315789474,3.6666666666666665,9,2.211083193570267,13.5,75,0,0,0,0,1,40,0,0,0,0.7714285714285715,0.22857142857142856,17.5,13.5,4.0,0.09210526315789473,1.0000000000017883,10000,427.26953125,5,8,11.89738000000034
portfoliovqe_indep_qiskit_10.qasm,CPU,single,190,190,10,1,10,10,1,0,135,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,175,45,90,9,9.0,0.0,1,19.0,9.210526315789474,3.6666666666666665,9,2.211083193570267,13.5,75,0,0,0,0,1,40,0,0,0,0.7714285714285715,0.22857142857142856,17.5,13.5,4.0,0.09210526315789473,1.0000002384185933,10000,427.37109375,5,8,4.8081145999999535
portfoliovqe_indep_qiskit_10.qasm,GPU,double,190,190,10,1,10,10,1,0,135,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,175,45,90,9,9.0,0.0,1,19.0,9.210526315789474,3.6666666666666665,9,2.211083193570267,13.5,75,0,0,0,0,1,40,0,0,0,0.7714285714285715,0.22857142857142856,17.5,13.5,4.0,0.09210526315789473,1.0000000000000564,10000,876.8125,5,8,14.132609499999944
portfoliovqe_indep_qiskit_10.qasm,GPU,single,190,190,10,1,10,10,1,0,135,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,175,45,90,9,9.0,0.0,1,19.0,9.210526315789474,3.6666666666666665,9,2.211083193570267,13.5,75,0,0,0,0,1,40,0,0,0,0.7714285714285715,0.22857142857142856,17.5,13.5,4.0,0.09210526315789473,1.0,10000,508.7421875,5,8,5.741111700000147
portfoliovqe_indep_qiskit_18.qasm,CPU,double,554,554,18,1,18,18,1,0,459,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,72,531,153,306,17,17.0,0.0,1,30.77777777777778,17.252707581227437,6.333333333333333,17,4.109609335312651,25.5,243,0,0,0,0,1,72,0,0,0,0.864406779661017,0.13559322033898305,29.5,25.5,4.0,0.05324909747292419,1.0000000000226552,10000,428.2890625,5,16,37.96107890000076
portfoliovqe_indep_qiskit_18.qasm,CPU,single,554,554,18,1,18,18,1,0,459,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,72,531,153,306,17,17.0,0.0,1,30.77777777777778,17.252707581227437,6.333333333333333,17,4.109609335312651,25.5,243,0,0,0,0,1,72,0,0,0,0.864406779661017,0.13559322033898305,29.5,25.5,4.0,0.05324909747292419,0.9999996423721633,10000,429.90234375,5,16,14.044175900000482
portfoliovqe_indep_qiskit_18.qasm,GPU,double,554,554,18,1,18,18,1,0,459,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,72,531,153,306,17,17.0,0.0,1,30.77777777777778,17.252707581227437,6.333333333333333,17,4.109609335312651,25.5,243,0,0,0,0,1,72,0,0,0,0.864406779661017,0.13559322033898305,29.5,25.5,4.0,0.05324909747292419,0.9999999999997737,10000,879.89453125,5,16,53.10907969999971
portfoliovqe_indep_qiskit_18.qasm,GPU,single,554,554,18,1,18,18,1,0,459,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,72,531,153,306,17,17.0,0.0,1,30.77777777777778,17.252707581227437,6.333333333333333,17,4.109609335312651,25.5,243,0,0,0,0,1,72,0,0,0,0.864406779661017,0.13559322033898305,29.5,25.5,4.0,0.05324909747292419,1.0000002384185933,10000,515.08203125,5,16,21.927516199999445
pricingcall_indep_qiskit_17.qasm,CPU,double,682,682,17,1,17,17,1,288,0,0,0,0,0,42,0,288,42,32,0,0,0,0,0,0,0,0,256,0,0,0,1,33,322,652,44,286,9,5.176470588235294,3.9442481445271085,1,40.11764705882353,14.382697947214076,2.5757575757575757,9,2.3922894198869864,16.941176470588236,42,0,0,0,1,1,256,0,0,0,0.49913344887348354,0.5008665511265165,33.94117647058823,16.941176470588236,17.0,0.04976712092461618,0.9972381604955225,10000,428.88671875,4,8,25.74801750000006
pricingcall_indep_qiskit_17.qasm,CPU,single,682,682,17,1,17,17,1,288,0,0,0,0,0,42,0,288,42,32,0,0,0,0,0,0,0,0,256,0,0,0,1,33,322,652,44,286,9,5.176470588235294,3.9442481445271085,1,40.11764705882353,14.382697947214076,2.5757575757575757,9,2.3922894198869864,16.941176470588236,42,0,0,0,1,1,256,0,0,0,0.49913344887348354,0.5008665511265165,33.94117647058823,16.941176470588236,17.0,0.04976712092461618,0.9972395899541225,10000,428.14453125,4,8,8.654724799998803
pricingcall_indep_qiskit_17.qasm,GPU,double,682,682,17,1,17,17,1,288,0,0,0,0,0,42,0,288,42,32,0,0,0,0,0,0,0,0,256,0,0,0,1,33,322,652,44,286,9,5.176470588235294,3.9442481445271085,1,40.11764705882353,14.382697947214076,2.5757575757575757,9,2.3922894198869864,16.941176470588236,42,0,0,0,1,1,256,0,0,0,0.49913344887348354,0.5008665511265165,33.94117647058823,16.941176470588236,17.0,0.04976712092461618,0.9972379797689478,10000,878.32421875,4,8,26.624589600000036
pricingcall_indep_qiskit_17.qasm,GPU,single,682,682,17,1,17,17,1,288,0,0,0,0,0,42,0,288,42,32,0,0,0,0,0,0,0,0,256,0,0,0,1,33,322,652,44,286,9,5.176470588235294,3.9442481445271085,1,40.11764705882353,14.382697947214076,2.5757575757575757,9,2.3922894198869864,16.941176470588236,42,0,0,0,1,1,256,0,0,0,0.49913344887348354,0.5008665511265165,33.94117647058823,16.941176470588236,17.0,0.04976712092461618,0.9972357805616822,10000,513.078125,4,8,12.032248100000288
qaoa_indep_qiskit_16.qasm,CPU,double,101,101,16,1,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,32,0,0,0,0,0,0,48,48,0,0,0,0.0,0.0,0,6.3125,7.603960396039604,0.0,0,0.0,0.0,0,0,0,0,0,1,32,0,0,0,0.0,1.0,3.0,0.0,3.0,0.0297029702970297,1.0000000000000075,10000,425.80078125,1,1,13.572396400000116
qaoa_indep_qiskit_16.qasm,CPU,single,101,101,16,1,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,32,0,0,0,0,0,0,48,48,0,0,0,0.0,0.0,0,6.3125,7.603960396039604,0.0,0,0.0,0.0,0,0,0,0,0,1,32,0,0,0,0.0,1.0,3.0,0.0,3.0,0.0297029702970297,0.9999983310707101,10000,426.5859375,1,1,3.692293900000095
qaoa_indep_qiskit_16.qasm,GPU,double,101,101,16,1,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,32,0,0,0,0,0,0,48,48,0,0,0,0.0,0.0,0,6.3125,7.603960396039604,0.0,0,0.0,0.0,0,0,0,0,0,1,32,0,0,0,0.0,1.0,3.0,0.0,3.0,0.0297029702970297,1.0000000000000018,10000,848.52734375,1,1,12.86652520000007
qaoa_indep_qiskit_16.qasm,GPU,single,101,101,16,1,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,32,0,0,0,0,0,0,48,48,0,0,0,0.0,0.0,0,6.3125,7.603960396039604,0.0,0,0.0,0.0,0,0,0,0,0,1,32,0,0,0,0.0,1.0,3.0,0.0,3.0,0.0297029702970297,0.999999761581679,10000,481.4296875,1,1,3.8169324000000415
qft_indep_qiskit_130.qasm,CPU,double,8716,8716,130,1,260,130,1,0,0,8385,0,0,65,0,0,8450,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,130,8580,65,0,1,1.0,0.0,65,67.04615384615384,1.9389628269848556,65.0,129,37.52332607858744,65.0,65,1,4469,0,0,0,0,0,0,0,0.9848484848484849,0.015151515151515152,66.0,65.0,1.0,0.007572280862781092,0.9999999992331061,10000,437.6953125,1,1,1174.0307276999956
qft_indep_qiskit_130.qasm,CPU,single,8716,8716,130,1,260,130,1,0,0,8385,0,0,65,0,0,8450,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,130,8580,65,0,1,1.0,0.0,65,67.04615384615384,1.9389628269848556,65.0,129,37.52332607858744,65.0,65,1,4469,0,0,0,0,0,0,0,0.9848484848484849,0.015151515151515152,66.0,65.0,1.0,0.007572280862781092,0.9999924898648939,10000,438.28515625,1,1,246.62008710000373
qft_indep_qiskit_130.qasm,GPU,double,8716,8716,130,1,260,130,1,0,0,8385,0,0,65,0,0,8450,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,130,8580,65,0,1,1.0,0.0,65,67.04615384615384,1.9389628269848556,65.0,129,37.52332607858744,65.0,65,1,4469,0,0,0,0,0,0,0,0.9848484848484849,0.015151515151515152,66.0,65.0,1.0,0.007572280862781092,1.0000000000105294,10000,898.68359375,1,1,2060.300456499999
qft_indep_qiskit_130.qasm,GPU,single,8716,8716,130,1,260,130,1,0,0,8385,0,0,65,0,0,8450,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,130,8580,65,0,1,1.0,0.0,65,67.04615384615384,1.9389628269848556,65.0,129,37.52332607858744,65.0,65,1,4469,0,0,0,0,0,0,0,0.9848484848484849,0.015151515151515152,66.0,65.0,1.0,0.007572280862781092,1.0,10000,530.16015625,1,1,883.5027354000049
qft_indep_qiskit_15.qasm,CPU,double,148,148,15,1,30,15,1,0,0,105,0,0,7,0,0,112,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,127,7,0,1,1.0,0.0,7,9.866666666666667,1.5202702702702702,8.0,14,4.0,7.466666666666667,7,1,105,0,0,0,0,0,0,0,0.8818897637795275,0.11811023622047244,8.466666666666667,7.466666666666667,1.0,0.057207207207207206,0.9999999999987221,10000,425.93359375,1,1,15.38530280000009
qft_indep_qiskit_15.qasm,CPU,single,148,148,15,1,30,15,1,0,0,105,0,0,7,0,0,112,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,127,7,0,1,1.0,0.0,7,9.866666666666667,1.5202702702702702,8.0,14,4.0,7.466666666666667,7,1,105,0,0,0,0,0,0,0,0.8818897637795275,0.11811023622047244,8.466666666666667,7.466666666666667,1.0,0.057207207207207206,0.9999988079075415,10000,426.66796875,1,1,3.8983488999999736
qft_indep_qiskit_15.qasm,GPU,double,148,148,15,1,30,15,1,0,0,105,0,0,7,0,0,112,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,127,7,0,1,1.0,0.0,7,9.866666666666667,1.5202702702702702,8.0,14,4.0,7.466666666666667,7,1,105,0,0,0,0,0,0,0,0.8818897637795275,0.11811023622047244,8.466666666666667,7.466666666666667,1.0,0.057207207207207206,0.9999999999999776,10000,845.1953125,1,1,17.19437290000019
qft_indep_qiskit_15.qasm,GPU,single,148,148,15,1,30,15,1,0,0,105,0,0,7,0,0,112,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,127,7,0,1,1.0,0.0,7,9.866666666666667,1.5202702702702702,8.0,14,4.0,7.466666666666667,7,1,105,0,0,0,0,0,0,0,0.8818897637795275,0.11811023622047244,8.466666666666667,7.466666666666667,1.0,0.057207207207207206,0.999999880790714,10000,479.75390625,1,1,4.754781699999967
qft_indep_qiskit_30.qasm,CPU,double,516,516,30,1,60,30,1,0,0,435,0,0,15,0,0,450,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,480,15,0,1,1.0,0.0,15,17.2,1.744186046511628,15.0,29,8.640987597877148,15.0,15,1,435,0,0,0,0,0,0,0,0.9375,0.0625,16.0,15.0,1.0,0.031007751937984496,0.999999999990262,10000,426.703125,1,1,64.63328699999965
qft_indep_qiskit_30.qasm,CPU,single,516,516,30,1,60,30,1,0,0,435,0,0,15,0,0,450,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,480,15,0,1,1.0,0.0,15,17.2,1.744186046511628,15.0,29,8.640987597877148,15.0,15,1,435,0,0,0,0,0,0,0,0.9375,0.0625,16.0,15.0,1.0,0.031007751937984496,0.999998092653518,10000,426.64453125,1,1,12.875928500000555
qft_indep_qiskit_30.qasm,GPU,double,516,516,30,1,60,30,1,0,0,435,0,0,15,0,0,450,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,480,15,0,1,1.0,0.0,15,17.2,1.744186046511628,15.0,29,8.640987597877148,15.0,15,1,435,0,0,0,0,0,0,0,0.9375,0.0625,16.0,15.0,1.0,0.031007751937984496,1.000000000000075,10000,849.515625,1,1,76.91615640000055
qft_indep_qiskit_30.qasm,GPU,single,516,516,30,1,60,30,1,0,0,435,0,0,15,0,0,450,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,480,15,0,1,1.0,0.0,15,17.2,1.744186046511628,15.0,29,8.640987597877148,15.0,15,1,435,0,0,0,0,0,0,0,0.9375,0.0625,16.0,15.0,1.0,0.031007751937984496,0.999999880790714,10000,481.55078125,1,1,20.728053499999078
qftentangled_indep_qiskit_15.qasm,CPU,double,162,162,15,1,15,15,1,14,0,105,0,0,7,0,0,126,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,142,21,0,3,2.8,0.39999999999999997,1,10.8,2.7777777777777777,3.3333333333333335,14,4.0276819911981905,8.4,8,1,105,0,0,0,0,0,0,0,0.8873239436619719,0.11267605633802817,9.466666666666667,8.4,1.0666666666666667,0.05843621399176955,1.0000000000001155,10000,425.9453125,2,2,17.87179339999966
qftentangled_indep_qiskit_15.qasm,CPU,single,162,162,15,1,15,15,1,14,0,105,0,0,7,0,0,126,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,142,21,0,3,2.8,0.39999999999999997,1,10.8,2.7777777777777777,3.3333333333333335,14,4.0276819911981905,8.4,8,1,105,0,0,0,0,0,0,0,0.8873239436619719,0.11267605633802817,9.466666666666667,8.4,1.0666666666666667,0.05843621399176955,0.9999971389790971,10000,425.5234375,2,2,7.079947400000037
qftentangled_indep_qiskit_15.qasm,GPU,double,162,162,15,1,15,15,1,14,0,105,0,0,7,0,0,126,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,142,21,0,3,2.8,0.39999999999999997,1,10.8,2.7777777777777777,3.3333333333333335,14,4.0276819911981905,8.4,8,1,105,0,0,0,0,0,0,0,0.8873239436619719,0.11267605633802817,9.466666666666667,8.4,1.0666666666666667,0.05843621399176955,1.0000000000000004,10000,876.16015625,2,2,19.03216399999974
qftentangled_indep_qiskit_15.qasm,GPU,single,162,162,15,1,15,15,1,14,0,105,0,0,7,0,0,126,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,142,21,0,3,2.8,0.39999999999999997,1,10.8,2.7777777777777777,3.3333333333333335,14,4.0276819911981905,8.4,8,1,105,0,0,0,0,0,0,0,0.8873239436619719,0.11267605633802817,9.466666666666667,8.4,1.0666666666666667,0.05843621399176955,0.999999880792942,10000,509.2421875,2,2,7.8959162999999535
qftentangled_indep_qiskit_30.qasm,CPU,double,545,545,30,1,30,30,1,29,0,435,0,0,15,0,0,479,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,31,510,44,0,3,2.8666666666666667,0.33993463423951903,1,18.166666666666668,3.3027522935779814,5.7727272727272725,29,8.336294239822188,15.966666666666667,16,1,435,0,0,0,0,0,0,0,0.9392156862745098,0.060784313725490195,17.0,15.966666666666667,1.0333333333333334,0.031192660550458717,1.0000000000025868,10000,433.62890625,2,2,70.14926699999887
qftentangled_indep_qiskit_30.qasm,CPU,single,545,545,30,1,30,30,1,29,0,435,0,0,15,0,0,479,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,31,510,44,0,3,2.8666666666666667,0.33993463423951903,1,18.166666666666668,3.3027522935779814,5.7727272727272725,29,8.336294239822188,15.966666666666667,16,1,435,0,0,0,0,0,0,0,0.9392156862745098,0.060784313725490195,17.0,15.966666666666667,1.0333333333333334,0.031192660550458717,0.9999940395856248,10000,427.4765625,2,2,24.19005549999929
qftentangled_indep_qiskit_30.qasm,GPU,double,545,545,30,1,30,30,1,29,0,435,0,0,15,0,0,479,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,31,510,44,0,3,2.8666666666666667,0.33993463423951903,1,18.166666666666668,3.3027522935779814,5.7727272727272725,29,8.336294239822188,15.966666666666667,16,1,435,0,0,0,0,0,0,0,0.9392156862745098,0.060784313725490195,17.0,15.966666666666667,1.0333333333333334,0.031192660550458717,0.9999999999223579,10000,877.69921875,2,2,78.0279576999983
qftentangled_indep_qiskit_30.qasm,GPU,single,545,545,30,1,30,30,1,29,0,435,0,0,15,0,0,479,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,31,510,44,0,3,2.8666666666666667,0.33993463423951903,1,18.166666666666668,3.3027522935779814,5.7727272727272725,29,8.336294239822188,15.966666666666667,16,1,435,0,0,0,0,0,0,0,0.9392156862745098,0.060784313725490195,17.0,15.966666666666667,1.0333333333333334,0.031192660550458717,0.9999998807907632,10000,511.83984375,2,2,32.62459129999843
qnn_indep_qiskit_20.qasm,CPU,double,1264,1264,20,1,20,20,1,779,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,80,859,190,589,19,19.0,0.0,1,63.2,13.591772151898734,6.853658536585366,19,4.620004094654273,38.95,401,0,0,0,0,1,40,0,0,0,0.9068684516880093,0.09313154831199069,42.95,38.95,4.0,0.033979430379746836,0.9998882017929162,10000,434.4375,6,16,49.9247598999973
qnn_indep_qiskit_20.qasm,CPU,single,1264,1264,20,1,20,20,1,779,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,80,859,190,589,19,19.0,0.0,1,63.2,13.591772151898734,6.853658536585366,19,4.620004094654273,38.95,401,0,0,0,0,1,40,0,0,0,0.9068684516880093,0.09313154831199069,42.95,38.95,4.0,0.033979430379746836,0.9999053500677321,10000,432.7734375,6,16,24.692358100001
qnn_indep_qiskit_20.qasm,GPU,double,1264,1264,20,1,20,20,1,779,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,80,859,190,589,19,19.0,0.0,1,63.2,13.591772151898734,6.853658536585366,19,4.620004094654273,38.95,401,0,0,0,0,1,40,0,0,0,0.9068684516880093,0.09313154831199069,42.95,38.95,4.0,0.033979430379746836,0.9998902180167684,10000,895.8671875,6,16,74.64191109999956
qnn_indep_qiskit_20.qasm,GPU,single,1264,1264,20,1,20,20,1,779,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,80,859,190,589,19,19.0,0.0,1,63.2,13.591772151898734,6.853658536585366,19,4.620004094654273,38.95,401,0,0,0,0,1,40,0,0,0,0.9068684516880093,0.09313154831199069,42.95,38.95,4.0,0.033979430379746836,0.9998338292593077,10000,526.70703125,6,16,27.040457899998728
qpeexact_indep_qiskit_100.qasm,CPU,double,5303,5303,100,2,99,99,1,0,0,4950,0,0,49,0,0,4999,0,1,0,0,198,0,0,0,0,0,0,0,0,0,0,0,199,5198,49,0,1,1.0,0.0,49,53.03,3.7525928719592683,50.0,98,28.284271247461902,49.99,49,1,3199,0,0,0,0,0,0,0,0.961716044632551,0.03828395536744902,51.98,49.99,1.99,0.009801998868564964,0.9999999999983897,10000,433.5546875,1,1,1460.3537848000014
