file,backend,precision,n_qubits,n_lines,n_nonempty_lines,n_qreg_declarations,n_classical_bits,n_measure,n_barrier,n_cx,n_cz,n_cp,n_cy,n_ch,n_swap,n_ccx,n_cswap,n_2q_gates,n_3q_gates,n_x,n_y,n_z,n_h,n_s,n_sdg,n_t,n_tdg,n_rx,n_ry,n_rz,n_u1,n_u2,n_u3,n_u,n_1q_gates,n_total_gates,n_unique_edges,n_edge_repetitions,max_qubit_degree,avg_qubit_degree,qubit_degree_std,n_connected_components,crude_depth,gates_per_layer_estimate,avg_gate_span,max_gate_span,std_gate_span,entanglement_pressure,midpoint_cut_crossings,has_qft_pattern,n_qft_like_gates,has_iqft_pattern,has_grover_pattern,has_variational_pattern,n_rotation_gates,has_ghz_pattern,n_custom_gates,n_opaque_gates,ratio_2q_gates,ratio_1q_gates,gates_per_qubit,2q_gates_per_qubit,1q_gates_per_qubit,circuit_density,max_fidelity_achieved,n_thresholds_tested,threshold_runtime,min_threshold,forward_runtime
dj_indep_qiskit_20.qasm,CPU,single,20,82,82,1,19,19,1,19,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,0,0,0,0,0,0,21,0,0,39,58,19,0,19,1.9,3.9230090491866068,1,4.1,14.146341463414636,10.0,19,5.477225575051661,0.95,10,0,0,0,0,0,0,0,0,0,0.3275862068965517,0.6724137931034483,2.9,0.95,1.95,0.03536585365853658,1.0,1,64.65855999849737,1,89449.04699994368
dj_indep_qiskit_20.qasm,CPU,double,20,82,82,1,19,19,1,19,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,0,0,0,0,0,0,21,0,0,39,58,19,0,19,1.9,3.9230090491866068,1,4.1,14.146341463414636,10.0,19,5.477225575051661,0.95,10,0,0,0,0,0,0,0,0,0,0.3275862068965517,0.6724137931034483,2.9,0.95,1.95,0.03536585365853658,1.0,1,64.20076000213157,1,377761.4290000929
vqe_indep_qiskit_10.qasm,CPU,single,10,63,63,1,10,10,1,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,48,9,9,2,1.8,0.4,1,6.3,7.6190476190476195,1.0,1,0.0,1.8,2,0,0,0,0,1,30,0,0,0,0.375,0.625,4.8,1.8,3.0,0.0761904761904762,1.0,2,69.71396000008099,2,17642.35299997381
vqe_indep_qiskit_10.qasm,CPU,double,10,63,63,1,10,10,1,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,48,9,9,2,1.8,0.4,1,6.3,7.6190476190476195,1.0,1,0.0,1.8,2,0,0,0,0,1,30,0,0,0,0.375,0.625,4.8,1.8,3.0,0.0761904761904762,1.0,2,69.16856000025291,2,20325.678000081098
ghz_indep_qiskit_29.qasm,CPU,single,29,63,63,1,29,29,1,28,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,28,0,2,1.9310344827586208,0.2533954906327425,1,2.1724137931034484,13.349206349206348,1.0,1,0.0,0.9655172413793104,1,0,0,0,0,0,0,0,0,0,0.9655172413793104,0.034482758620689655,1.0,0.9655172413793104,0.034482758620689655,0.015873015873015872,1.0,2,68.55838000192307,2,57472.65099998913
ghz_indep_qiskit_29.qasm,CPU,double,29,63,63,1,29,29,1,28,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,28,0,2,1.9310344827586208,0.2533954906327425,1,2.1724137931034484,13.349206349206348,1.0,1,0.0,0.9655172413793104,1,0,0,0,0,0,0,0,0,0,0.9655172413793104,0.034482758620689655,1.0,0.9655172413793104,0.034482758620689655,0.015873015873015872,1.0,2,67.55017999967095,2,60506.81099994108
graphstate_indep_qiskit_25.qasm,CPU,single,25,80,80,1,25,25,1,0,25,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,50,25,0,2,2.0,0.0,2,3.2,15.625,6.32,22,6.601333198680399,1.0,10,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.025,0.995,6,169.2209400003776,32,133680.56300008902
qft_indep_qiskit_10.qasm,CPU,single,10,76,76,1,20,10,1,0,0,45,0,0,5,0,0,50,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,60,5,0,1,1.0,0.0,5,7.6,1.3157894736842106,5.0,9,2.8284271247461903,5.0,5,1,45,0,0,0,0,0,0,0,0.8333333333333334,0.16666666666666666,6.0,5.0,1.0,0.07894736842105263,1.0,1,66.73362000146881,1,14254.774000000907
qft_indep_qiskit_10.qasm,CPU,double,10,76,76,1,20,10,1,0,0,45,0,0,5,0,0,50,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,60,5,0,1,1.0,0.0,5,7.6,1.3157894736842106,5.0,9,2.8284271247461903,5.0,5,1,45,0,0,0,0,0,0,0,0.8333333333333334,0.16666666666666666,6.0,5.0,1.0,0.07894736842105263,1.0,1,71.76457999739796,1,41208.34500005003
dj_indep_qiskit_21.qasm,CPU,single,21,86,86,1,20,20,1,20,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,21,0,0,41,61,20,0,20,1.9047619047619047,4.046218244999619,1,4.095238095238095,14.895348837209303,10.5,20,5.766281297335398,0.9523809523809523,10,0,0,0,0,0,0,0,0,0,0.32786885245901637,0.6721311475409836,2.9047619047619047,0.9523809523809523,1.9523809523809523,0.033776301218161685,1.0,1,68.04857999959495,1,99533.81799990893
dj_indep_qiskit_21.qasm,CPU,double,21,86,86,1,20,20,1,20,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,21,0,0,41,61,20,0,20,1.9047619047619047,4.046218244999619,1,4.095238095238095,14.895348837209303,10.5,20,5.766281297335398,0.9523809523809523,10,0,0,0,0,0,0,0,0,0,0.32786885245901637,0.6721311475409836,2.9047619047619047,0.9523809523809523,1.9523809523809523,0.033776301218161685,1.0,1,64.32849999982864,1,449431.36000001687
wstate_indep_qiskit_13.qasm,CPU,single,13,67,67,1,13,13,1,12,12,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,25,49,24,0,2,1.8461538461538463,0.36080121229411,1,5.153846153846154,9.507462686567164,1.0,1,0.0,1.8461538461538463,2,0,0,0,0,1,24,0,0,0,0.4897959183673469,0.5102040816326531,3.769230769230769,1.8461538461538463,1.9230769230769231,0.05625717566016074,1.0,2,66.30937999871094,2,27137.10500000161
wstate_indep_qiskit_13.qasm,CPU,double,13,67,67,1,13,13,1,12,12,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,25,49,24,0,2,1.8461538461538463,0.36080121229411,1,5.153846153846154,9.507462686567164,1.0,1,0.0,1.8461538461538463,2,0,0,0,0,1,24,0,0,0,0.4897959183673469,0.5102040816326531,3.769230769230769,1.8461538461538463,1.9230769230769231,0.05625717566016074,1.0,2,72.16377999866381,2,28680.803000024753
ghz_indep_qiskit_30.qasm,CPU,single,30,65,65,1,30,30,1,29,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,29,0,2,1.9333333333333333,0.24944382578492943,1,2.1666666666666665,13.846153846153847,1.0,1,0.0,0.9666666666666667,1,0,0,0,0,0,0,0,0,0,0.9666666666666667,0.03333333333333333,1.0,0.9666666666666667,0.03333333333333333,0.015384615384615385,1.0,2,68.41870000062045,2,53651.90199998324
ghz_indep_qiskit_30.qasm,CPU,double,30,65,65,1,30,30,1,29,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,29,0,2,1.9333333333333333,0.24944382578492943,1,2.1666666666666665,13.846153846153847,1.0,1,0.0,0.9666666666666667,1,0,0,0,0,0,0,0,0,0,0.9666666666666667,0.03333333333333333,1.0,0.9666666666666667,0.03333333333333333,0.015384615384615385,1.0,2,63.58588000002783,2,67194.74500001525
qpeexact_indep_qiskit_10.qasm,CPU,single,10,81,81,2,9,9,1,0,0,43,0,0,4,0,0,47,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,19,66,4,0,1,1.0,0.0,4,8.1,2.345679012345679,5.0,8,2.23606797749979,4.7,4,1,38,0,0,0,0,0,0,0,0.7121212121212122,0.2878787878787879,6.6,4.7,1.9,0.08148148148148149,1.0,1,62.87315999798011,1,19112.5779999129
qpeexact_indep_qiskit_10.qasm,CPU,double,10,81,81,2,9,9,1,0,0,43,0,0,4,0,0,47,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,19,66,4,0,1,1.0,0.0,4,8.1,2.345679012345679,5.0,8,2.23606797749979,4.7,4,1,38,0,0,0,0,0,0,0,0.7121212121212122,0.2878787878787879,6.6,4.7,1.9,0.08148148148148149,1.0,1,68.26721999968868,1,58481.778999994276
graphstate_indep_qiskit_26.qasm,CPU,single,26,83,83,1,26,26,1,0,26,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26,52,26,0,2,2.0,0.0,2,3.1923076923076925,16.289156626506024,5.153846153846154,24,5.7825487306623895,1.0,8,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.024096385542168676,1.0,5,89.90029999986291,16,115336.90299998852
ghz_indep_qiskit_31.qasm,CPU,single,31,67,67,1,31,31,1,30,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31,30,0,2,1.935483870967742,0.2456701001891583,1,2.161290322580645,14.343283582089553,1.0,1,0.0,0.967741935483871,1,0,0,0,0,0,0,0,0,0,0.967741935483871,0.03225806451612903,1.0,0.967741935483871,0.03225806451612903,0.014925373134328358,1.0,2,64.63633999810554,2,54359.878999966895
ghz_indep_qiskit_31.qasm,CPU,double,31,67,67,1,31,31,1,30,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31,30,0,2,1.935483870967742,0.2456701001891583,1,2.161290322580645,14.343283582089553,1.0,1,0.0,0.967741935483871,1,0,0,0,0,0,0,0,0,0,0.967741935483871,0.03225806451612903,1.0,0.967741935483871,0.03225806451612903,0.014925373134328358,1.0,2,67.58106000197586,2,62085.29399998952
dj_indep_qiskit_22.qasm,CPU,single,22,90,90,1,21,21,1,21,0,0,0,0,0,0,0,21,0,0,0,0,22,0,0,0,0,0,0,0,0,21,0,0,43,64,21,0,21,1.9090909090909092,4.165977904505309,1,4.090909090909091,15.644444444444444,11.0,21,6.0553007081949835,0.9545454545454546,11,0,0,0,0,0,0,0,0,0,0.328125,0.671875,2.909090909090909,0.9545454545454546,1.9545454545454546,0.03232323232323232,1.0,1,269.2376200022409,1,107434.22899991856
dj_indep_qiskit_22.qasm,CPU,double,22,90,90,1,21,21,1,21,0,0,0,0,0,0,0,21,0,0,0,0,22,0,0,0,0,0,0,0,0,21,0,0,43,64,21,0,21,1.9090909090909092,4.165977904505309,1,4.090909090909091,15.644444444444444,11.0,21,6.0553007081949835,0.9545454545454546,11,0,0,0,0,0,0,0,0,0,0.328125,0.671875,2.909090909090909,0.9545454545454546,1.9545454545454546,0.03232323232323232,1.0,1,66.42850000062026,1,509768.26600002823
portfoliovqe_indep_qiskit_6.qasm,CPU,single,6,80,80,1,6,6,1,0,45,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,69,15,30,5,5.0,0.0,1,13.333333333333334,5.175,2.3333333333333335,5,1.247219128924647,7.5,27,0,0,0,0,1,24,0,0,0,0.6521739130434783,0.34782608695652173,11.5,7.5,4.0,0.14375,1.0,4,67.61952000088058,8,15218.127999978606
portfoliovqe_indep_qiskit_6.qasm,CPU,double,6,80,80,1,6,6,1,0,45,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,69,15,30,5,5.0,0.0,1,13.333333333333334,5.175,2.3333333333333335,5,1.247219128924647,7.5,27,0,0,0,0,1,24,0,0,0,0.6521739130434783,0.34782608695652173,11.5,7.5,4.0,0.14375,0.99,3,71.61641999846324,4,28186.42899990664
ae_indep_qiskit_7.qasm,CPU,single,7,65,65,2,7,7,1,12,0,15,0,0,0,0,0,27,0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,7,25,52,6,6,6,1.7142857142857142,1.7496355305594131,1,9.285714285714286,3.2307692307692304,2.5,5,1.707825127659933,3.857142857142857,6,1,15,0,0,0,0,0,0,0,0.6,0.4,6.428571428571429,3.857142857142857,2.5714285714285716,0.0989010989010989,0.995,3,69.35339999909047,4,12206.608999986202
ae_indep_qiskit_7.qasm,CPU,double,7,65,65,2,7,7,1,12,0,15,0,0,0,0,0,27,0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,7,25,52,6,6,6,1.7142857142857142,1.7496355305594131,1,9.285714285714286,3.2307692307692304,2.5,5,1.707825127659933,3.857142857142857,6,1,15,0,0,0,0,0,0,0,0.6,0.4,6.428571428571429,3.857142857142857,2.5714285714285716,0.0989010989010989,0.995,3,73.28495999972802,4,15151.441000052728
graphstate_indep_qiskit_27.qasm,CPU,single,27,86,86,1,27,27,1,0,27,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,27,54,27,0,2,2.0,0.0,2,3.185185185185185,16.953488372093023,6.888888888888889,24,6.584681062235135,1.0,10,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.023255813953488372,1.0,7,629.0223399992101,64,173956.8909999798
graphstate_indep_qiskit_27.qasm,CPU,double,27,86,86,1,27,27,1,0,27,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,27,54,27,0,2,2.0,0.0,2,3.185185185185185,16.953488372093023,6.888888888888889,24,6.584681062235135,1.0,10,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.023255813953488372,1.0,7,371.93419999966864,64,444512.61099995463
qaoa_indep_qiskit_9.qasm,CPU,single,9,59,59,1,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,27,27,0,0,0,0.0,0.0,0,6.555555555555555,4.11864406779661,0.0,0,0.0,0.0,0,0,0,0,0,1,18,0,0,0,0.0,1.0,3.0,0.0,3.0,0.05084745762711865,1.0,1,70.85925999854226,1,12347.895999992033
qaoa_indep_qiskit_9.qasm,CPU,double,9,59,59,1,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,27,27,0,0,0,0.0,0.0,0,6.555555555555555,4.11864406779661,0.0,0,0.0,0.0,0,0,0,0,0,1,18,0,0,0,0.0,1.0,3.0,0.0,3.0,0.05084745762711865,1.0,1,66.7394999996759,1,31526.84100001352
ghz_indep_qiskit_32.qasm,CPU,single,32,69,69,1,32,32,1,31,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,32,31,0,2,1.9375,0.24206145913796356,1,2.15625,14.840579710144928,1.0,1,0.0,0.96875,1,0,0,0,0,0,0,0,0,0,0.96875,0.03125,1.0,0.96875,0.03125,0.014492753623188406,1.0,2,64.8678800003836,2,63925.58100007591
ghz_indep_qiskit_32.qasm,CPU,double,32,69,69,1,32,32,1,31,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,32,31,0,2,1.9375,0.24206145913796356,1,2.15625,14.840579710144928,1.0,1,0.0,0.96875,1,0,0,0,0,0,0,0,0,0,0.96875,0.03125,1.0,0.96875,0.03125,0.014492753623188406,1.0,2,65.6877400004305,2,74291.4490000112
vqe_indep_qiskit_11.qasm,CPU,single,11,69,69,1,11,11,1,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,53,10,10,2,1.8181818181818181,0.385694607919935,1,6.2727272727272725,8.449275362318842,1.0,1,0.0,1.8181818181818181,2,0,0,0,0,1,33,0,0,0,0.37735849056603776,0.6226415094339622,4.818181818181818,1.8181818181818181,3.0,0.06982872200263504,1.0,2,66.04600000136998,2,18893.86700000614
vqe_indep_qiskit_11.qasm,CPU,double,11,69,69,1,11,11,1,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,53,10,10,2,1.8181818181818181,0.385694607919935,1,6.2727272727272725,8.449275362318842,1.0,1,0.0,1.8181818181818181,2,0,0,0,0,1,33,0,0,0,0.37735849056603776,0.6226415094339622,4.818181818181818,1.8181818181818181,3.0,0.06982872200263504,1.0,2,66.87353999877814,2,23510.027000011178
qftentangled_indep_qiskit_10.qasm,CPU,single,10,85,85,1,10,10,1,9,0,45,0,0,5,0,0,59,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,70,14,0,3,2.6,0.48989794855663565,1,8.5,2.3529411764705883,2.4285714285714284,9,2.5555062599997593,5.9,6,1,45,0,0,0,0,0,0,0,0.8428571428571429,0.15714285714285714,7.0,5.9,1.1,0.08235294117647059,1.0,2,66.6836799995508,2,33380.349000071874
qftentangled_indep_qiskit_10.qasm,CPU,double,10,85,85,1,10,10,1,9,0,45,0,0,5,0,0,59,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,70,14,0,3,2.6,0.48989794855663565,1,8.5,2.3529411764705883,2.4285714285714284,9,2.5555062599997593,5.9,6,1,45,0,0,0,0,0,0,0,0.8428571428571429,0.15714285714285714,7.0,5.9,1.1,0.08235294117647059,1.0,2,75.53841999906581,2,64086.17699999013
qpeinexact_indep_qiskit_10.qasm,CPU,single,10,83,83,2,9,9,1,0,0,45,0,0,4,0,0,49,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,19,68,4,0,1,1.0,0.0,4,8.3,2.2891566265060237,5.0,8,2.23606797749979,4.9,4,1,38,0,0,0,0,0,0,0,0.7205882352941176,0.27941176470588236,6.8,4.9,1.9,0.0819277108433735,1.0,1,68.29488000075798,1,17107.223000057274
qpeinexact_indep_qiskit_10.qasm,CPU,double,10,83,83,2,9,9,1,0,0,45,0,0,4,0,0,49,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,19,68,4,0,1,1.0,0.0,4,8.3,2.2891566265060237,5.0,8,2.23606797749979,4.9,4,1,38,0,0,0,0,0,0,0,0.7205882352941176,0.27941176470588236,6.8,4.9,1.9,0.0819277108433735,1.0,1,74.16006000130437,1,62131.459999945946
wstate_indep_qiskit_14.qasm,CPU,single,14,72,72,1,14,14,1,13,13,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,27,53,26,0,2,1.8571428571428572,0.3499271061118826,1,5.142857142857143,10.305555555555555,1.0,1,0.0,1.8571428571428572,2,0,0,0,0,1,26,0,0,0,0.49056603773584906,0.5094339622641509,3.7857142857142856,1.8571428571428572,1.9285714285714286,0.05257936507936508,1.0,2,67.26087999995798,2,27472.3449999874
wstate_indep_qiskit_14.qasm,CPU,double,14,72,72,1,14,14,1,13,13,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,27,53,26,0,2,1.8571428571428572,0.3499271061118826,1,5.142857142857143,10.305555555555555,1.0,1,0.0,1.8571428571428572,2,0,0,0,0,1,26,0,0,0,0.49056603773584906,0.5094339622641509,3.7857142857142856,1.8571428571428572,1.9285714285714286,0.05257936507936508,1.0,2,68.5066200006986,2,29707.612999918638
dj_indep_qiskit_23.qasm,CPU,single,23,94,94,1,22,22,1,22,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,23,0,0,45,67,22,0,22,1.9130434782608696,4.282553519838784,1,4.086956521739131,16.393617021276594,11.5,22,6.34428877022476,0.9565217391304348,11,0,0,0,0,0,0,0,0,0,0.3283582089552239,0.6716417910447762,2.9130434782608696,0.9565217391304348,1.9565217391304348,0.030989824236817762,1.0,1,70.57708000065759,1,118153.91199997975
dj_indep_qiskit_23.qasm,CPU,double,23,94,94,1,22,22,1,22,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,23,0,0,45,67,22,0,22,1.9130434782608696,4.282553519838784,1,4.086956521739131,16.393617021276594,11.5,22,6.34428877022476,0.9565217391304348,11,0,0,0,0,0,0,0,0,0,0.3283582089552239,0.6716417910447762,2.9130434782608696,0.9565217391304348,1.9565217391304348,0.030989824236817762,1.0,1,68.68048000033014,1,534382.1259999822
ghz_indep_qiskit_33.qasm,CPU,single,33,71,71,1,33,33,1,32,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33,32,0,2,1.9393939393939394,0.2386062992124791,1,2.1515151515151514,15.338028169014086,1.0,1,0.0,0.9696969696969697,1,0,0,0,0,0,0,0,0,0,0.9696969696969697,0.030303030303030304,1.0,0.9696969696969697,0.030303030303030304,0.014084507042253521,1.0,2,67.38289999775589,2,70225.38099990925
ghz_indep_qiskit_33.qasm,CPU,double,33,71,71,1,33,33,1,32,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33,32,0,2,1.9393939393939394,0.2386062992124791,1,2.1515151515151514,15.338028169014086,1.0,1,0.0,0.9696969696969697,1,0,0,0,0,0,0,0,0,0,0.9696969696969697,0.030303030303030304,1.0,0.9696969696969697,0.030303030303030304,0.014084507042253521,1.0,2,70.2993000013521,2,72094.58600002108
graphstate_indep_qiskit_28.qasm,CPU,single,28,89,89,1,28,28,1,0,28,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,56,28,0,2,2.0,0.0,2,3.1785714285714284,17.617977528089888,6.071428571428571,22,6.267424690006092,1.0,8,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.02247191011235955,0.995,5,100.69204000174068,16,108034.72400002647
graphstate_indep_qiskit_28.qasm,CPU,double,28,89,89,1,28,28,1,0,28,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,56,28,0,2,2.0,0.0,2,3.1785714285714284,17.617977528089888,6.071428571428571,22,6.267424690006092,1.0,8,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.02247191011235955,1.0,5,98.28161999757867,16,289644.5220000169
portfolioqaoa_indep_qiskit_4.qasm,CPU,single,4,49,49,1,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,16,16,0,0,0,0.0,0.0,0,12.25,1.3061224489795917,0.0,0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0.0,1.0,4.0,0.0,4.0,0.08163265306122448,1.0,1,72.05625999777112,1,4756.435000017518
portfolioqaoa_indep_qiskit_4.qasm,CPU,double,4,49,49,1,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,16,16,0,0,0,0.0,0.0,0,12.25,1.3061224489795917,0.0,0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0.0,1.0,4.0,0.0,4.0,0.08163265306122448,1.0,1,66.82513999985531,1,6913.293000106933
pricingcall_indep_qiskit_7.qasm,CPU,single,7,83,83,1,7,7,1,24,0,0,0,0,0,12,0,24,12,10,0,0,0,0,0,0,0,0,8,0,0,0,1,13,32,68,10,26,4,2.857142857142857,1.355261854357877,1,11.857142857142858,3.6265060240963853,2.3333333333333335,5,1.5275252316519468,3.4285714285714284,16,0,0,0,0,1,8,0,0,0,0.5581395348837209,0.4418604651162791,6.142857142857143,3.4285714285714284,2.7142857142857144,0.07401032702237521,1.0,3,65.24109999882057,4,15099.884000082966
pricingcall_indep_qiskit_7.qasm,CPU,double,7,83,83,1,7,7,1,24,0,0,0,0,0,12,0,24,12,10,0,0,0,0,0,0,0,0,8,0,0,0,1,13,32,68,10,26,4,2.857142857142857,1.355261854357877,1,11.857142857142858,3.6265060240963853,2.3333333333333335,5,1.5275252316519468,3.4285714285714284,16,0,0,0,0,1,8,0,0,0,0.5581395348837209,0.4418604651162791,6.142857142857143,3.4285714285714284,2.7142857142857144,0.07401032702237521,1.0,3,65.458000000217,4,27430.49400000018
dj_indep_qiskit_24.qasm,CPU,single,24,98,98,1,23,23,1,23,0,0,0,0,0,0,0,23,0,0,0,0,24,0,0,0,0,0,0,0,0,23,0,0,47,70,23,0,23,1.9166666666666667,4.396178896369992,1,4.083333333333333,17.142857142857142,12.0,23,6.6332495807108,0.9583333333333334,12,0,0,0,0,0,0,0,0,0,0.32857142857142857,0.6714285714285714,2.9166666666666665,0.9583333333333334,1.9583333333333333,0.02976190476190476,1.0,1,65.34953999798745,1,110726.51299997233
dj_indep_qiskit_24.qasm,CPU,double,24,98,98,1,23,23,1,23,0,0,0,0,0,0,0,23,0,0,0,0,24,0,0,0,0,0,0,0,0,23,0,0,47,70,23,0,23,1.9166666666666667,4.396178896369992,1,4.083333333333333,17.142857142857142,12.0,23,6.6332495807108,0.9583333333333334,12,0,0,0,0,0,0,0,0,0,0.32857142857142857,0.6714285714285714,2.9166666666666665,0.9583333333333334,1.9583333333333333,0.02976190476190476,1.0,1,68.84718000073917,1,575946.3559999131
ghz_indep_qiskit_34.qasm,CPU,single,34,73,73,1,34,34,1,33,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34,33,0,2,1.9411764705882353,0.23529411764705885,1,2.1470588235294117,15.835616438356166,1.0,1,0.0,0.9705882352941176,1,0,0,0,0,0,0,0,0,0,0.9705882352941176,0.029411764705882353,1.0,0.9705882352941176,0.029411764705882353,0.0136986301369863,1.0,2,64.46945999923628,2,61872.20799998613
ghz_indep_qiskit_34.qasm,CPU,double,34,73,73,1,34,34,1,33,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34,33,0,2,1.9411764705882353,0.23529411764705885,1,2.1470588235294117,15.835616438356166,1.0,1,0.0,0.9705882352941176,1,0,0,0,0,0,0,0,0,0,0.9705882352941176,0.029411764705882353,1.0,0.9705882352941176,0.029411764705882353,0.0136986301369863,1.0,2,69.54850000038277,2,72718.82199987886
graphstate_indep_qiskit_29.qasm,CPU,single,29,92,92,1,29,29,1,0,29,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29,58,29,0,2,2.0,0.0,2,3.1724137931034484,18.282608695652172,5.310344827586207,22,6.057787511647,1.0,8,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.021739130434782608,1.0,5,92.18192000116687,16,101916.17699994822
vqe_indep_qiskit_12.qasm,CPU,single,12,75,75,1,12,12,1,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,58,11,11,2,1.8333333333333333,0.3726779962499649,1,6.25,9.28,1.0,1,0.0,1.8333333333333333,2,0,0,0,0,1,36,0,0,0,0.3793103448275862,0.6206896551724138,4.833333333333333,1.8333333333333333,3.0,0.06444444444444444,1.0,2,68.80468000017572,2,20506.58599997405
vqe_indep_qiskit_12.qasm,CPU,double,12,75,75,1,12,12,1,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,58,11,11,2,1.8333333333333333,0.3726779962499649,1,6.25,9.28,1.0,1,0.0,1.8333333333333333,2,0,0,0,0,1,36,0,0,0,0.3793103448275862,0.6206896551724138,4.833333333333333,1.8333333333333333,3.0,0.06444444444444444,1.0,2,70.10042000038084,2,26095.233999949414
